Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
RollerCoaster Tycoon World,2016.0,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43.0,7.0,2.4,31.0,Nvizzio Creations,E
Oil Rush,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,67.0,23.0,6.5,55.0,"Unigine Corp, Russia",
Agatha Christie: The ABC Murders,2016.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,15.0,8.5,144.0,Artefacts Studio,
Lara Croft and the Temple of Osiris,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,17.0,5.4,52.0,Nixxes Software,T
Airport Simulator,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,,
Blazing Angels: Squadrons of WWII,2006.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.02,65.0,16.0,4.6,17.0,Ubisoft Romania,T
Hellgate: London,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70.0,40.0,6.3,374.0,Flagship Studios,M
The Sims 2: Happy Holiday Stuff,2006.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,,,,Maxis,T
TOCA Race Driver 3,2006.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84.0,16.0,7.8,53.0,Codemasters,E10+
Littlest Pet Shop,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,,,,,Full Fat,E
X-Plane 10 Global,2013.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,,,,,,
Drakensang: The Dark Eye,2009.0,Role-Playing,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,,,,,,
WRC 2: FIA World Rally Championship,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,,
Mount & Blade Collection,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,
Ridge Racer Unbounded,2012.0,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,72.0,9.0,6.0,83.0,Bugbear,T
Mortal Kombat,1994.0,Fighting,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,
Mini Ninjas,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,74.0,14.0,8.3,78.0,Io Interactive,E10+
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,,,,,,
UFO: Trilogy,2007.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,,
Dark Tales: Edgar Allan Poe's The Premature Burial,2012.0,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,,
Mount & Blade: Warband,2010.0,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,,,,,,
You Don't Know Jack,1995.0,Misc,Vivendi Games,0.02,0.0,0.0,0.0,0.02,,,,,,
Crysis: Warhead,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,84.0,56.0,7.9,516.0,Crytek,M
Worldwide Soccer Manager 2007,2006.0,Sports,Sega,0.0,0.02,0.0,0.0,0.02,87.0,17.0,,,Sports Interactive,E
The Sims 2: Family Fun Stuff,2006.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,4.1,10.0,Maxis,T
Elven Legacy,2009.0,Strategy,Paradox Interactive,0.02,0.0,0.0,0.0,0.02,71.0,27.0,7.1,38.0,1C:Ino-Co,T
Trapped Dead,2011.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,50.0,14.0,4.7,57.0,"Headup Games, Crenetic Studios",
Vietcong,2003.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02,74.0,22.0,8.7,76.0,Pterodon,T
Guitar Hero III: Legends of Rock,2007.0,Misc,Aspyr,0.02,0.0,0.0,0.0,0.02,79.0,15.0,7.2,63.0,Aspyr,T
Starship Troopers,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,46.0,18.0,6.1,29.0,Strangelite,M
Heroes of the Pacific,2005.0,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02,76.0,18.0,6.7,19.0,IR Gurus,T
7 Roses: A Darkness Rises,2015.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,,,,
Tycoon City: New York,2006.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,67.0,30.0,8.3,4.0,Deep Red,T
NHL 09,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,62.0,6.0,4.1,30.0,EA Canada,E10+
The Crew: Wild Run,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,6.0,7.4,41.0,Ivory Tower,T
"Warhammer 40,000: Dawn of War: Soulstorm",2008.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02,,,,,,
IGT Slots: Lucky Larry's Lobstermania,2011.0,Simulation,Masque Publishing,0.02,0.0,0.0,0.0,0.02,,,,,,
Atlantic Quest,2011.0,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,,
WorldShift,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02,63.0,9.0,8.1,8.0,Black Sea Studios,T
Pillars of Eternity,2014.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,89.0,71.0,8.3,2191.0,Obsidian Entertainment,M
Heavy Fire: Afghanistan,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,,,3.2,5.0,,
Legendary,2008.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,50.0,23.0,6.6,104.0,Spark Unlimited,M
Empire Deluxe,1992.0,Strategy,New World Computing,0.02,0.0,0.0,0.0,0.02,,,,,,
Commandos 3: Destination Berlin,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,72.0,24.0,7.6,83.0,Pyro Studios,T
James Bond 007: Blood Stone,2010.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,63.0,17.0,7.1,72.0,Bizarre Creations,T
Voodoo Chronicles: First Sign,2011.0,Adventure,ValuSoft,0.02,0.0,0.0,0.0,0.02,,,,,,
Uru: Ages Beyond Myst,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,79.0,22.0,7.6,29.0,Cyan Worlds,E
Blood Bowl: Legendary Edition,2010.0,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,73.0,13.0,6.4,75.0,Cyanide,T
Revolution: 25th Anniversary Collection,2016.0,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,,,,,Revolution Software,
Still Life 2,2009.0,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02,67.0,15.0,5.7,54.0,GameCo,M
Bejeweled Blitz,2010.0,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02,,,,,PopCap,E
Peggle Nights,2008.0,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02,76.0,15.0,8.1,24.0,PopCap,E
Agatha Christie: Death on the Nile,2008.0,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02,,,,,Oberon Media,T
Combat Flight Simulator 3: Battle for Europe,2002.0,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02,69.0,16.0,6.5,22.0,Microsoft Game Studios,E
Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,82.0,31.0,7.9,244.0,Nixxes Software,T
Command & Conquer 3: Kane's Wrath,2008.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,,,,
Raven Squad: Operation Hidden Dagger,2009.0,Shooter,Evolved Games,0.02,0.0,0.0,0.0,0.02,39.0,11.0,3.1,61.0,Atomic Motion,T
East India Company,2009.0,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,67.0,28.0,5.7,49.0,Nitro Games,T
Dungeons - The Dark Lord,2011.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,72.0,6.0,5.6,16.0,Kalypso,M
Divinity: Original Sin,2014.0,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87.0,59.0,8.7,2089.0,Larian Studios,M
Airline Tycoon,2000.0,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02,,,8.0,9.0,Spellbound,E
Unreal Tournament 2004,2004.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,93.0,48.0,8.9,537.0,Epic Games,M
Pirates of the Burning Sea,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,76.0,30.0,7.6,61.0,Flying Lab Software,T
Just Cause,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,75.0,21.0,7.3,206.0,Avalanche Studios,M
The Haunted: Hell's Reach,2011.0,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,51.0,8.0,7.6,47.0,ValuSoft,M
Disciples III: Renaissance,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,56.0,36.0,5.4,105.0,Akella,T
The Longest Journey,1999.0,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02,91.0,26.0,8.9,439.0,Funcom,M
Lost: Via Domus,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,52.0,22.0,6.0,38.0,Ubisoft Montreal,T
Elven Legacy Collection,2010.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,,,,,1C:Ino-Co,
Dark Void,2010.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,57.0,22.0,5.1,67.0,Airtight Games,T
LEGO Star Wars: The Video Game,2005.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,,,,,,
The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.01,0.0,0.0,0.0,0.02,65.0,5.0,,,Heavy Iron Studios,E10+
Stronghold Legends,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,57.0,19.0,7.2,44.0,FireFly Studios,T
The Dark Hills of Cherai,2009.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02,,,,,ChaYoWo Games,
Joint Operations: Combined Arms,2009.0,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02,,,,,,
Worms World Party,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02,75.0,8.0,7.6,68.0,Team 17,E
Gears of War,2007.0,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,87.0,36.0,7.8,567.0,Epic Games,M
Post Mortem,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,71.0,25.0,8.0,28.0,Microids,M
Wall-E,2008.0,Platform,THQ,0.0,0.01,0.0,0.0,0.02,58.0,6.0,6.8,17.0,Heavy Iron Studios,E
Majesty 2: The Fantasy Kingdom Sim,2009.0,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,72.0,31.0,7.3,129.0,"1C, Ino-Co, 1C Company",T
LEGO Star Wars II: The Original Trilogy,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02,86.0,20.0,8.2,64.0,Traveller's Tales,E10+
Star Trek: Legacy,2006.0,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,56.0,25.0,4.0,35.0,Mad Doc Software,E10+
Syberia II,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,80.0,23.0,8.3,150.0,Microids,T
Paranormal Pursuit: The Gifted One,2015.0,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,Logris Games,
Command & Conquer Collection,2003.0,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02,,,,,,
A Vampyre Story,2008.0,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,75.0,33.0,8.5,25.0,Autumn Moon,T
The Sims 4: Luxury Party Stuff,2015.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,5.3,12.0,Maxis,T
Sniper Elite,2005.0,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,76.0,13.0,8.0,142.0,Rebellion,M
Achtung Panzer: Kharkov 1943,2010.0,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02,70.0,6.0,8.3,20.0,Paradox Interactive,
Majesty 2 Collection,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,,,8.3,10.0,Ino-Co,T
Enemy Territory: Quake Wars,2007.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.02,84.0,55.0,8.3,231.0,Splash Damage,T
Colin McRae Rally 2005,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,83.0,11.0,7.1,50.0,Codemasters,E
Quantum Break,2016.0,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,66.0,14.0,4.3,539.0,Remedy Entertainment,M
RollerCoaster Tycoon: Gold Edition,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02,,,,,Infogrames,E
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,77.0,7.0,6.1,50.0,EA Canada,E
Command & Conquer 4: Tiberian Twilight,2010.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,,,,
Worldwide Soccer Manager 2006,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.02,89.0,20.0,,,Sports Interactive,E
DuckTales: Remastered,2013.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0,WayForward,E
4 Play Collection - Dark Mysteries,2014.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.02,,,,,,
Evil Genius,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02,75.0,51.0,8.3,106.0,Elixir Studios,T
Imperium Romanum,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,63.0,19.0,7.5,24.0,Haemimont,E10+
Contrast,2013.0,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62.0,24.0,7.7,169.0,Compulsion Games,T
Turok,2008.0,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,65.0,16.0,6.5,55.0,Propaganda Games,M
Legoland,1999.0,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01,,,,,,
Valentino Rossi: The Game,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,72.0,4.0,6.2,14.0,"Milestone, Milestone S.r.l",E
Sengoku,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,70.0,13.0,6.8,86.0,Paradox Development Studio,T
Ship Simulator 2008,2007.0,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.01,62.0,9.0,6.6,8.0,VSTEP,E
NBA 2K17,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E
Rise of Flight: Iron Cross Edition,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01,,,7.9,11.0,777 Studios,E10+
Guild Wars: Factions,2006.0,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.01,84.0,39.0,8.5,128.0,ArenaNet,T
Total War Attila: Tyrants & Kings,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,,,,,,
Coronation Street: The Mystery of the Missing Hotpot Recipe,2011.0,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01,,,,,,
Codename: Panzers Phase Two,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,80.0,36.0,8.1,15.0,Stormregion,T
The Last Remnant,2009.0,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,66.0,23.0,8.3,240.0,Square Enix,M
Call of Juarez,2006.0,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01,72.0,25.0,7.8,223.0,Techland,M
Unreal Tournament 2003,2002.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.01,86.0,27.0,8.2,98.0,Digital Extremes,M
Neverwinter Nights 2: Mask of the Betrayer,2007.0,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,82.0,25.0,8.8,182.0,Obsidian Entertainment,T
Rayman Raving Rabbids,2006.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,58.0,6.0,7.6,31.0,Ubisoft Bulgaria,E
War for the Overworld,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,65.0,14.0,7.7,90.0,Subterranean Games,
WRC: FIA World Rally Championship,,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,65.0,7.0,,,Black Bean Games,RP
Grand Theft Auto III,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,93.0,20.0,8.4,805.0,"DMA Design, Rockstar North",M
Digger Simulator,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01,,,,,,
The Technomancer,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,56.0,34.0,6.8,149.0,"Spidersoft, Spiders",M
Football Manager Live,2009.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,82.0,23.0,3.1,45.0,Sports Interactive,
Impossible Creatures,2002.0,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,72.0,30.0,8.0,39.0,Relic,T
Serious Sam II,2005.0,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,74.0,31.0,7.0,152.0,Croteam,M
Blitzkrieg 2 Anthology,2008.0,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01,,,,,"1C, Various, 1C Company",
Fernbus Simulator,2016.0,Simulation,Aerosoft,0.0,0.01,0.0,0.0,0.01,,,,,TML-Studios,
IL-2 Sturmovik,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,91.0,12.0,8.8,130.0,"1C, 1C Company",T
Theatre Of War,2007.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,21.0,"Battlefront.com, 1C, 1C Company",T
Virtua Tennis 3,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,7.4,17.0,Sumo Digital,E
Dark Parables: The Exiled Prince,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,,,,,Blue Tea Games,E10+
Homeworld Remastered Collection,,Strategy,,0.0,0.01,0.0,0.0,0.01,86.0,49.0,8.2,324.0,Gearbox Software,E10+
Brain Exercise With Dr. Kawashima,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,,,,
Sherlock Holmes: The Devil's Daughter,2016.0,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,65.0,18.0,7.3,72.0,Frogwares,T
Football Manager 2005,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,
BattleForge,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,75.0,37.0,7.0,112.0,EA Phenomic,T
Mystery Legends: Beauty and the Beast,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,,,,,Activision,E10+
Rail Simulator,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,72.0,13.0,6.9,24.0,Kuju Entertainment,E
Spider-Man: Friend or Foe,2007.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,57.0,9.0,5.3,11.0,Beenox,E10+
BlazBlue: Calamity Trigger,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,0.01,,,8.7,26.0,Arc System Works,T
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01,77.0,8.0,8.4,93.0,KnowWonder,E
MXGP 2,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01,,,,,,
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,82.0,22.0,8.0,52.0,Raven Software,T
Battle Worlds: Kronos,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,71.0,15.0,7.1,71.0,KING Art,
Jewel Quest II,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01,,,,,iWin,E
F.E.A.R. Perseus Mandate,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,61.0,27.0,7.3,106.0,TimeGate Studios,M
Farming Simulator 15 Expansion Pack,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
Deus Ex,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,90.0,28.0,9.3,1069.0,Ion Storm,M
Tiger Woods PGA Tour 2005,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,91.0,16.0,4.5,39.0,Headgate,E
Sonic & All-Stars Racing Transformed,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,
TimeShift,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,71.0,30.0,7.6,124.0,Saber Interactive,M
Championship Manager 2010,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
The Chronicles of Riddick: Assault on Dark Athena,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,80.0,26.0,8.0,136.0,Starbreeze,M
Conflict: Denied Ops,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,58.0,18.0,4.8,54.0,Pivotal Games,M
FlatOut: Ultimate Carnage,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,79.0,16.0,7.7,127.0,Bugbear,T
Battlestations: Midway,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,76.0,20.0,7.3,46.0,Eidos Interactive,T
Cities: Skylines Snowfall,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01,72.0,16.0,7.1,20.0,Colossal Order,
Dungeons & Dragons: Neverwinter Nights - Complete,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01,,,,,,
The Train Giant,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,
Inversion,,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,59.0,6.0,6.7,107.0,Saber Interactive,M
Monster Jam,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,0.01,,,5.8,5.0,,
Act of Aggression,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,71.0,37.0,7.1,93.0,Eugen Systems,
Fallout Anthology,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01,,,8.3,12.0,Various,
TrackMania Turbo,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,13.0,6.8,42.0,Nadeo,E
Minds and Mystery: 5 Game Pack,2014.0,Action,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,,,,,,
Gobliiins 4,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01,54.0,13.0,,,Societe Pollene,
Juiced 2: Hot Import Nights,2007.0,Racing,THQ,0.0,0.01,0.0,0.0,0.01,61.0,6.0,5.0,42.0,Juice Games,T
Poker for Dummies,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,Electronic Arts,T
Command & Conquer Renegade,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,,
Ride 2,2016.0,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,78.0,4.0,7.9,14.0,Milestone S.r.l,E
Colin McRae Rally 04,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01,87.0,6.0,7.2,44.0,Codemasters,
Rugby World Cup 2015,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01,,,1.4,8.0,HB Studios Multimedia,E
Tropico 3: Gold Edition,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,,,,,Haemimont,T
Icewind Dale II,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01,83.0,22.0,8.3,147.0,Black Isle Studios,T
Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,78.0,8.0,6.9,49.0,Konami,E
Alone in the Dark,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01,55.0,19.0,5.7,148.0,Eden Studios,M
Clive Barker's Jericho,2007.0,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01,63.0,25.0,7.5,218.0,"Mercury Steam, Alchemic Productions",M
Grand Prix Legends,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01,,,7.5,6.0,Papyrus,E
Madagascar: Escape 2 Africa,2008.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,58.0,6.0,8.0,4.0,Aspyr,E10+
Sega Rally Revo,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,74.0,9.0,7.6,18.0,SEGA Racing Studio,E
Winning Eleven: Pro Evolution Soccer 2007,2006.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,88.0,6.0,,,KCET,E
King's Bounty: Armored Princess,2009.0,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01,82.0,25.0,8.6,158.0,Katauri Interactive,T
Transformers: Fall of Cybertron,2012.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,78.0,13.0,7.9,121.0,"High Moon Studios, Mercenary Technologies",T
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,
Legacy of Kain: Defiance,2003.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,70.0,11.0,8.7,67.0,Nixxes Software,M
Codename: Panzers Complete Collection,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,,,,,,
Trine,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01,80.0,50.0,8.2,488.0,"Frozenbyte, Inc.",E10+
The Amazing Spider-Man 2 (2014),2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01,,,,,,
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,2011.0,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,
Deal or No Deal,2006.0,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,,7.5,8.0,Global Star Software,E
Hospital Tycoon,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01,51.0,8.0,3.8,29.0,Big Red Software,E10+
Agatha Christie: Peril at End House,2009.0,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01,,,,,Oberon Media,T
The Rise of the Argonauts,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01,,,,,,
Summer Athletics,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,49Games,
Driving Simulator 2011,2011.0,Racing,,0.0,0.01,0.0,0.0,0.01,,,,,,
Bookworm Deluxe,2006.0,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01,,,8.0,6.0,PopCap,E
End of Nations,2012.0,Strategy,Trion Worlds,0.01,0.0,0.0,0.0,0.01,,,,,Petroglyph,T
Worms 2,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01,,,8.1,12.0,Team 17,K-A
Pony Friends 2,2009.0,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
